Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Kagiso Rabada,550215,10,2,36,2,3.60,40,3,0,2,0,0
Chris Morris,439952,9.3,0,46,3,4.84,36,4,1,3,0,0
Dwaine Pretorius,327830,10,2,25,3,2.50,46,3,0,1,0,0
Andile Phehlukwayo,540316,8,0,38,1,4.75,24,3,0,2,0,0
Imran Tahir,40618,10,0,36,0,3.60,34,2,0,0,0,0
Jean-Paul Duminy,44932,2,0,15,1,7.50,7,1,0,1,0,0
Lasith Malinga,49758,10,1,47,1,4.70,38,6,0,2,0,1
Dhananjaya de Silva,465793,4,0,18,0,4.50,14,2,0,1,0,1
Suranga Lakmal,49619,6,0,47,0,7.83,15,4,1,1,0,1
Thisara Perera,233514,5.2,1,28,0,5.25,15,3,0,0,0,1
Jeevan Mendis,49700,7,0,36,0,5.14,16,1,0,3,0,1
Isuru Udana,328026,5,0,29,0,5.80,11,2,0,2,0,1
