Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mashrafe Mortaza,56007,9,0,44,1,4.88,29,1,2,0,0,0
Mehidy Hasan Miraz,629063,10,3,40,1,4.00,39,4,1,0,0,0
Mustafizur Rahman,330902,8.3,0,44,2,5.17,26,4,1,0,0,0
Mosaddek Hossain,550133,4,0,31,0,7.75,10,3,1,0,0,0
Shakib Al Hasan,56143,9,1,45,2,5.00,30,2,2,0,0,0
Rubel Hossain,300619,9,0,61,3,6.77,26,2,3,2,1,0
Alzarri Joseph,670031,6,0,55,1,9.16,9,6,1,1,0,1
Jason Holder,391485,10,0,66,1,6.60,29,6,2,2,0,1
Ashley Nurse,315594,10,0,34,1,3.40,39,1,1,2,0,1
Keemo Paul,677081,7,0,43,1,6.14,15,4,0,1,0,1
Chris Gayle,51880,7,0,26,0,3.71,23,2,0,1,0,1
Devendra Bishoo,341593,10,0,39,1,3.90,32,0,1,0,0,1
