Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Amir,290948,4,0,16,0,4.00,13,0,0,3,0,0
Usman Shinwari,697279,3,0,48,1,16.00,5,4,4,1,1,0
Tymal Mills,459257,3,0,23,2,7.66,11,2,2,0,0,0
Ravi Bopara,10582,3,0,35,3,11.66,7,3,3,0,0,0
Usama Mir,647667,2,0,29,0,14.50,1,1,3,0,0,0
Danish Aziz,793411,1,0,16,0,16.00,0,0,2,0,0,0
Hasan Ali,681305,4,0,41,1,10.25,9,7,1,0,0,1
Sameen Gul,922947,3,0,20,1,6.66,10,0,2,1,0,1
Chris Jordan,288992,3,0,27,0,9.00,5,2,1,0,0,1
Wahab Riaz,43590,3,0,36,0,12.00,4,5,1,0,1,1
Umaid Asif,429122,3,0,27,0,9.00,4,2,1,1,0,1
