Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,27,10,53,3,1.96,0,0,0
Kasun Rajitha,499594,29,9,55,0,1.89,0,0,0
Lasith Embuldeniya,848109,42,12,114,5,2.71,0,0,0
Lahiru Kumara,784375,29,8,82,2,2.82,0,0,0
Dhananjaya de Silva,465793,21,8,50,0,2.38,0,2,0
Kyle Jarvis,332996,37,12,84,0,2.27,0,1,1
Victor Nyauchi,453277,32,7,69,3,2.15,0,0,1
Donald Tiripano,392945,31,3,82,1,2.64,0,2,1
Ainsley Ndlovu,596456,28,3,107,0,3.82,0,0,1
Sean Williams,55870,32.2,3,104,2,3.21,0,0,1
Sikandar Raza,299572,16,0,62,3,3.87,0,1,1
Suranga Lakmal,49619,20,8,27,4,1.35,0,1,2
Kasun Rajitha,499594,14,6,23,1,1.64,0,0,2
Dhananjaya de Silva,465793,11,6,12,0,1.09,0,0,2
Lahiru Kumara,784375,21,8,32,3,1.52,0,0,2
Lasith Embuldeniya,848109,26,8,74,2,2.84,0,0,2
Donald Tiripano,392945,2,0,8,0,4.00,0,0,3
Victor Nyauchi,453277,1,0,6,0,6.00,0,0,3
