Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,9,0,46,0,5.11,27,2,2,2,0,0
Jasprit Bumrah,625383,10,1,29,2,2.90,38,2,0,0,0,0
Yuzvendra Chahal,430246,9,0,46,2,5.11,22,1,1,0,0,0
Kuldeep Yadav,559235,10,0,41,2,4.09,31,1,1,1,0,0
Ravindra Jadeja,234675,9,0,50,0,5.55,22,3,1,0,0,0
Kedar Jadhav,290716,3,0,20,0,6.66,4,2,0,0,0,0
Mohammad Amir,290948,5,0,41,0,8.19,13,4,1,0,0,1
Shaheen Shah Afridi,1072470,6,0,42,0,7.00,23,6,2,0,0,1
Hasan Ali,681305,9,0,52,0,5.77,27,6,1,0,0,1
Mohammad Nawaz,348148,7,0,35,0,5.00,21,4,0,1,0,1
Shadab Khan,922943,8,0,54,0,6.75,19,4,2,0,0,1
Shoaib Malik,42657,4.3,0,14,0,3.11,14,0,0,0,0,1
