Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammad Amir,290948,4,0,31,1,7.75,6,4,0,0,0,0
Imad Wasim,227758,3,0,22,0,7.33,7,2,1,0,0,0
Sohail Khan,317252,4,0,32,1,8.00,10,3,1,1,0,0
Usman Shinwari,697279,4,0,26,0,6.50,8,1,1,0,0,0
Usama Mir,647667,2,0,26,0,13.00,2,0,3,0,0,0
Ravi Bopara,10582,3,0,41,0,13.66,2,3,3,0,0,0
Hasan Ali,681305,4,0,21,0,5.25,11,0,1,1,0,1
Chris Jordan,288992,4,0,26,3,6.50,12,2,1,3,0,1
Mohammad Hafeez,41434,3,0,16,1,5.33,10,1,1,0,0,1
Wahab Riaz,43590,4,0,24,3,6.00,12,4,0,0,0,1
Shahid Afridi,42639,2,0,27,0,13.50,4,1,3,0,0,1
Daren Sammy,53115,2,0,21,0,10.50,2,1,1,3,0,1
Mohammad Asghar,654261,1,0,18,0,18.00,0,0,2,1,0,1
