Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Hasan Ali,681305,4,0,34,0,8.50,0,0,0
Tymal Mills,459257,4,0,29,3,7.25,0,0,0
Sameen Gul,922947,4,0,17,2,4.25,0,0,0
Liam Dawson,211855,4,0,17,1,4.25,0,0,0
Wahab Riaz,43590,4,0,25,1,6.25,0,0,0
Shaheen Shah Afridi,1072470,4,1,17,3,4.25,1,0,1
Rahat Ali,323244,4,0,12,1,3.00,0,0,1
Haris Rauf,1161606,4,0,28,0,7.00,0,0,1
David Wiese,221140,4,0,32,1,8.00,0,0,1
Sandeep Lamichhane,960361,2.1,0,22,0,10.15,1,0,1
Ryan ten Doeschate,47660,1.4,0,9,1,5.40,0,0,1
