Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jackson Bird,215152,3,0,31,0,10.33,6,4,1,0,0,0
Steve O'Keefe,7069,4,0,36,1,9.00,10,2,3,1,0,0
Lloyd Pope,1076721,2,0,26,0,13.00,4,3,1,1,0,0
Carlos Brathwaite,457249,3,0,12,2,4.00,8,0,0,1,0,0
Jake Ball,414990,4,0,33,2,8.25,10,1,2,2,0,0
Dan Christian,4864,4,0,22,2,5.50,9,2,0,0,0,0
Jhye Richardson,774223,3.5,0,31,1,8.08,9,4,0,0,0,1
Jason Behrendorff,272477,4,0,19,1,4.75,12,2,0,1,0,1
Andrew Tye,459508,3,0,41,0,13.66,0,6,0,0,0,1
Aaron Hardie,1124283,4,0,37,0,9.25,4,2,2,0,0,1
Fawad Ahmed,240609,4,0,35,1,8.75,5,4,0,0,0,1
