Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Lasith Malinga,49758,3,0,26,0,8.66,7,1,2,1,1,0
Krunal Pandya,471342,4,0,21,1,5.25,13,3,0,0,0,0
Rahul Chahar,1064812,4,0,14,2,3.50,13,1,0,0,0,0
Jayant Yadav,447587,3,0,25,1,8.33,8,1,2,0,1,0
Jasprit Bumrah,625383,4,0,31,0,7.75,6,3,0,0,1,0
Hardik Pandya,625371,2,0,13,0,6.50,3,1,0,0,0,0
Deepak Chahar,447261,3.3,0,30,1,8.57,10,6,0,0,0,1
Harbhajan Singh,29264,4,0,25,1,6.25,14,2,1,1,0,1
Ravindra Jadeja,234675,4,0,18,0,4.50,14,2,0,0,0,1
Dwayne Bravo,51439,3,0,25,0,8.33,1,1,0,0,0,1
Imran Tahir,40618,4,0,33,2,8.25,8,4,0,1,0,1
