Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mujeeb Ur Rahman,974109,10,0,50,2,5.00,3,0,0
Dawlat Zadran,516561,10,0,65,2,6.50,0,0,0
Gulbadin Naib,352048,10,0,36,1,3.60,0,0,0
Mohammad Nabi,25913,10,0,61,2,6.10,0,0,0
Rashid Khan,793463,10,0,40,2,4.00,0,0,0
Tim Murtagh,17134,9,1,28,1,3.11,0,0,1
George Dockrell,348034,9,0,42,1,4.66,4,0,1
Peter Chase,524845,8.2,0,45,2,5.40,2,1,1
Barry McCarthy,348059,9,1,46,5,5.11,1,0,1
Kevin O'Brien,24605,3,0,20,0,6.66,1,0,1
Paul Stirling,303427,7,0,31,0,4.42,1,0,1
