Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shaheen Shah Afridi,1072470,11.2,0,49,2,4.32,0,3,0
Hasan Ali,681305,14,5,61,1,4.35,0,2,0
Faheem Ashraf,681117,5,0,12,0,2.40,0,0,0
Nauman Ali,238672,17,4,38,2,2.23,0,1,0
Yasir Shah,43685,22,6,54,3,2.45,0,1,0
Kagiso Rabada,550215,27,7,70,3,2.59,0,3,1
Anrich Nortje,481979,27,4,105,2,3.88,0,1,1
Lungi Ngidi,542023,17,1,57,2,3.35,0,3,1
Keshav Maharaj,267724,32.2,4,90,3,2.78,0,3,1
George Linde,481875,13,4,38,0,2.92,0,0,1
Aiden Markram,600498,3,0,10,0,3.33,0,0,1
Shaheen Shah Afridi,1072470,17,1,61,0,3.58,0,3,2
Hasan Ali,681305,16,1,61,1,3.81,1,3,2
Nauman Ali,238672,25.3,8,35,5,1.37,0,1,2
Yasir Shah,43685,33,7,79,4,2.39,0,0,2
Faheem Ashraf,681117,9,6,8,0,0.88,0,0,2
Kagiso Rabada,550215,8,2,21,0,2.62,0,0,3
Anrich Nortje,481979,7,1,24,2,3.42,0,0,3
Keshav Maharaj,267724,1.5,0,12,1,6.54,0,0,3
Lungi Ngidi,542023,3,0,17,0,5.66,0,0,3
George Linde,481875,3,0,13,0,4.33,0,0,3
