Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Alzarri Joseph,670031,10,1,49,0,4.90,36,7,0,0,0,0
Shannon Gabriel,446101,10,0,69,0,6.90,27,7,2,1,1,0
Jason Mohammed,230549,4,1,28,0,7.00,13,4,1,0,0,0
Jason Holder,391485,10,0,58,1,5.80,28,3,2,4,0,0
Ashley Nurse,315594,10,0,62,4,6.20,22,3,2,1,0,0
Devendra Bishoo,341593,6,0,36,0,6.00,14,1,1,1,0,0
Mohammad Amir,290948,9,0,59,2,6.55,28,6,2,4,0,1
Hasan Ali,681305,5,0,43,0,8.60,13,5,2,0,0,1
Mohammad Hafeez,41434,8,0,35,1,4.37,21,0,1,1,0,1
Shoaib Malik,42657,6,0,24,0,4.00,25,1,1,1,0,1
Wahab Riaz,43590,9,0,69,1,7.66,23,10,0,3,1,1
Shadab Khan,922943,9,0,52,2,5.77,26,2,2,0,0,1
Imad Wasim,227758,3,0,21,0,7.00,6,3,0,0,0,1
