Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Bhuvneshwar Kumar,326016,9.4,0,42,5,4.34,35,4,1,0,0,0
Shardul Thakur,475281,6,0,48,0,8.00,17,8,0,2,0,0
Jasprit Bumrah,625383,10,0,45,2,4.50,38,4,1,3,1,0
Kuldeep Yadav,559235,10,0,40,1,4.00,32,3,0,0,0,0
Kedar Jadhav,290716,4,0,20,0,5.00,10,1,0,1,0,0
Yuzvendra Chahal,430246,10,0,36,1,3.60,32,0,1,0,0,0
Lasith Malinga,49758,8,1,35,1,4.37,26,3,0,1,0,1
Vishwa Fernando,465783,7,0,40,1,5.71,17,3,0,1,1,1
Akila Dananjaya,574178,10,0,49,0,4.90,27,1,0,0,0,1
Angelo Mathews,49764,3,0,14,0,4.66,6,0,0,0,0,1
Malinda Pushpakumara,50205,10,0,40,1,4.00,35,4,0,0,0,1
Milinda Siriwardana,222354,4,0,28,0,7.00,10,4,0,1,0,1
PWH de Silva,784379,4.3,0,29,1,6.44,13,4,0,0,0,1
