Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kasun Rajitha,499594,28,5,103,1,3.67,0,4,0
Vishwa Fernando,465783,30,3,126,3,4.20,4,0,0
Chamika Karunaratne,623695,22,0,130,1,5.90,0,6,0
Dilruwan Perera,49920,32,4,112,0,3.50,0,0,0
Dhananjaya de Silva,465793,20,2,60,0,3.00,0,0,0
Mitchell Starc,311592,13.3,2,54,5,4.00,0,0,1
Jhye Richardson,774223,15,4,49,0,3.26,0,0,1
Pat Cummins,489889,14,3,32,1,2.28,0,0,1
Nathan Lyon,272279,24,6,70,2,2.91,0,0,1
Marnus Labuschagne,787987,2,1,5,1,2.50,0,0,1
Vishwa Fernando,465783,11,1,43,1,3.90,1,0,2
Kasun Rajitha,499594,13,2,64,2,4.92,2,4,2
Dilruwan Perera,49920,15,3,52,0,3.46,0,0,2
Chamika Karunaratne,623695,4,1,18,0,4.50,0,2,2
Dhananjaya de Silva,465793,4,0,19,0,4.75,0,0,2
Mitchell Starc,311592,18,2,46,5,2.55,1,0,3
Jhye Richardson,774223,9,1,29,1,3.22,1,0,3
Nathan Lyon,272279,13,1,51,0,3.92,0,0,3
Pat Cummins,489889,8,2,15,3,1.87,0,0,3
Marnus Labuschagne,787987,3,1,6,1,2.00,0,0,3
