Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Sohail Khan,317252,4,0,24,0,6.00,9,2,0,2,0,0
Shahnawaz Dhani,1203995,4,0,39,2,9.75,10,3,3,0,0,0
Carlos Brathwaite,457249,4,1,20,2,5.00,14,3,0,1,0,0
Shahid Afridi,42639,4,0,41,0,10.25,7,1,4,1,0,0
Usman Qadir,348152,4,0,31,1,7.75,7,1,2,1,0,0
Shaheen Shah Afridi,1072470,4,0,29,2,7.25,12,5,0,2,0,1
Salman Mirza,1252522,2,0,27,0,13.50,1,4,0,1,1,1
Samit Patel,18632,3,0,26,1,8.66,7,2,1,1,0,1
Haris Rauf,1161606,3.2,0,41,0,12.30,5,6,1,3,0,1
Ahmed Daniyal,1249564,3,0,24,0,8.00,6,2,0,2,1,1
David Wiese,221140,1,0,8,0,8.00,2,1,0,1,0,1
