Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,13,1,62,1,4.76,0,0,0
Tim Southee,232364,14,2,76,3,5.42,0,0,0
Colin de Grandhomme,55395,11,0,39,1,3.54,0,0,0
Neil Wagner,233713,16.2,4,47,5,2.87,0,0,0
Todd Astle,213674,5,1,10,0,2.00,0,0,0
Abu Jayed,410763,30,5,103,0,3.43,0,0,1
Ebadot Hossain,932355,27,4,107,1,3.96,1,1,1
Khaled Ahmed,927619,30,6,149,0,4.96,0,1,1
Soumya Sarkar,436677,21,1,68,2,3.23,1,0,1
Mehidy Hasan Miraz,629063,49,2,246,2,5.02,0,0,1
Mahmudullah,56025,1,0,3,1,3.00,0,0,1
Mominul Haque,373696,5,0,32,0,6.40,0,0,1
Trent Boult,277912,28,3,123,5,4.39,4,0,2
Tim Southee,232364,24,4,98,3,4.08,0,0,2
Colin de Grandhomme,55395,10,1,33,0,3.30,0,0,2
Neil Wagner,233713,24,4,104,2,4.33,2,0,2
Todd Astle,213674,15,3,58,0,3.86,0,0,2
Kane Williamson,277906,2,0,13,0,6.50,0,0,2
