Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Murtagh,17134,10,0,42,1,4.20,2,0,0
Mark Adair,526441,10,1,73,4,7.30,2,0,0
Shane Getkate,303508,7,1,33,2,4.71,0,0,0
Boyd Rankin,24599,10,0,49,0,4.90,1,0,0
Andy McBrine,417381,10,0,34,1,3.40,0,0,0
Paul Stirling,303427,3,0,20,1,6.66,1,0,0
Kyle Jarvis,332996,9.3,1,43,2,4.52,0,1,1
Tendai Chatara,425639,9,0,36,3,4.00,2,0,1
Donald Tiripano,392945,10,0,53,0,5.30,0,0,1
Sean Williams,55870,10,0,66,0,6.60,1,0,1
Ryan Burl,495964,4,0,27,0,6.75,0,0,1
Sikandar Raza,299572,6,0,32,0,5.33,2,0,1
