Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Boyd Rankin,24599,4,0,14,2,3.50,1,0,0
Simi Singh,1005257,3,0,23,1,7.66,0,0,0
Peter Chase,524845,4,0,35,3,8.75,2,0,0
Josh Little,928067,4,0,48,1,12.00,0,0,0
George Dockrell,348034,4,0,19,1,4.75,0,0,0
Paul Stirling,303427,1,0,20,0,20.00,0,0,0
Mujeeb Ur Rahman,974109,4,0,17,3,4.25,0,0,1
Aftab Alam,440963,2,0,7,1,3.50,1,0,1
Fareed Ahmad,568136,3,0,19,1,6.33,0,0,1
Mohammad Nabi,25913,3,0,19,1,6.33,0,0,1
Rashid Khan,793463,3,0,17,4,5.66,0,0,1
