Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Morne Morkel,46538,17,5,47,2,2.76,1,1,0
Vernon Philander,46945,19,10,31,2,1.63,0,1,0
Kagiso Rabada,550215,18.4,6,39,3,2.08,1,0,0
Lungi Ngidi,542023,15,7,27,1,1.80,0,0,0
Andile Phehlukwayo,540316,7,1,25,2,3.57,0,0,0
Bhuvneshwar Kumar,326016,19,9,44,3,2.31,2,0,1
Jasprit Bumrah,625383,18.5,2,54,5,2.86,1,0,1
Ishant Sharma,236779,14,2,33,1,2.35,0,0,1
Mohammed Shami,481896,12,0,46,1,3.83,2,0,1
Hardik Pandya,625371,2,0,3,0,1.50,0,0,1
Vernon Philander,46945,21.1,5,61,3,2.88,0,0,2
Kagiso Rabada,550215,23,5,69,3,3.00,1,0,2
Morne Morkel,46538,21,6,47,3,2.23,2,0,2
Lungi Ngidi,542023,12,2,38,1,3.16,0,0,2
Andile Phehlukwayo,540316,3,0,15,0,5.00,1,0,2
Bhuvneshwar Kumar,326016,18,4,39,1,2.16,0,0,3
Mohammed Shami,481896,12.3,2,28,5,2.24,0,0,3
Jasprit Bumrah,625383,21,3,57,2,2.71,1,0,3
Ishant Sharma,236779,16,3,31,2,1.93,0,0,3
Hardik Pandya,625371,6,1,15,0,2.50,1,0,3
