Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Imad Wasim,227758,4,0,25,1,6.25,7,0,1,0,0,0
Faheem Ashraf,681117,3,0,27,0,9.00,9,4,1,0,0,0
Mohammad Hafeez,41434,2,0,12,1,6.00,4,1,0,0,0,0
Hasan Ali,681305,3,0,43,0,14.33,2,4,2,0,2,0
Shaheen Shah Afridi,1072470,4,0,20,3,5.00,12,0,1,0,0,0
Shadab Khan,922943,4,0,24,0,6.00,9,2,0,1,0,0
Ajaz Patel,595783,2,0,18,0,9.00,1,2,0,1,0,1
Tim Southee,232364,4,0,26,1,6.50,11,2,1,2,0,1
Adam Milne,450860,2.4,0,25,2,9.37,4,2,1,0,0,1
Colin de Grandhomme,55395,4,0,21,0,5.25,7,1,0,1,0,1
Ish Sodhi,559066,4,0,39,0,9.75,5,2,2,1,0,1
Colin Munro,232359,3,0,22,1,7.33,6,0,2,0,0,1
