Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mitchell Starc,311592,18.2,5,52,4,2.83,1,0,0
Josh Hazlewood,288284,20,6,46,2,2.29,0,1,0
Pat Cummins,489889,22,7,60,3,2.72,0,0,0
Nathan Lyon,272279,17,3,40,1,2.35,0,0,0
Marnus Labuschagne,787987,8,0,24,0,3.00,0,0,0
Steven Smith,267192,1,0,6,0,6.00,0,0,0
Shaheen Shah Afridi,1072470,34,7,96,2,2.82,0,2,1
Imran Khan,316363,24,3,73,1,3.04,0,0,1
Naseem Shah,1158088,20,1,68,1,3.40,0,1,1
Iftikhar Ahmed,480603,12,0,53,0,4.41,0,0,1
Yasir Shah,43685,48.4,1,205,4,4.21,0,0,1
Haris Sohail,318788,19,1,75,2,3.94,0,0,1
Mitchell Starc,311592,16.2,1,73,3,4.46,0,1,2
Pat Cummins,489889,21,6,69,2,3.28,1,0,2
Josh Hazlewood,288284,21,3,63,4,3.00,0,0,2
Nathan Lyon,272279,21,3,74,1,3.52,0,0,2
Marnus Labuschagne,787987,5,0,38,0,7.60,0,0,2
