Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Starc,311592,4,0,38,0,9.50,6,4,1,1,0,0
Pat Cummins,489889,4,0,31,1,7.75,8,1,2,0,0,0
Kane Richardson,272262,4,0,21,2,5.25,10,2,0,0,0,0
Adam Zampa,379504,4,0,37,1,9.25,4,2,2,0,0,0
Ashton Agar,505120,4,0,28,0,7.00,7,1,1,0,0,0
Kagiso Rabada,550215,4,0,27,1,6.75,5,2,0,1,0,1
Anrich Nortje,481979,4,0,24,1,6.00,8,2,0,0,0,1
Lungi Ngidi,542023,4,0,41,3,10.25,7,1,3,2,1,1
Dwaine Pretorius,327830,4,0,29,1,7.25,5,3,0,0,0,1
Tabraiz Shamsi,379145,4,0,17,0,4.25,9,0,0,0,0,1
