Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Josh Hazlewood,288284,15,5,39,0,2.60,0,0,0
Pat Cummins,489889,16,1,63,3,3.93,1,2,0
Nathan Lyon,272279,30,6,79,3,2.63,0,0,0
Ashton Agar,505120,12.5,2,46,3,3.58,0,0,0
Glenn Maxwell,325026,5,0,15,1,3.00,0,0,0
Shafiul Islam,288305,6,0,21,0,3.50,0,0,1
Mehidy Hasan Miraz,629063,26,6,62,3,2.38,0,0,1
Shakib Al Hasan,56143,25.5,7,68,5,2.63,0,0,1
Taijul Islam,401057,8,1,32,1,4.00,0,0,1
Mustafizur Rahman,330902,8,3,13,0,1.62,1,0,1
Nasir Hossain,300618,1,0,3,0,3.00,0,0,1
Josh Hazlewood,288284,4.1,2,3,0,0.72,0,0,2
Pat Cummins,489889,14,3,38,1,2.71,1,0,2
Nathan Lyon,272279,34.3,10,82,6,2.37,0,0,2
Glenn Maxwell,325026,5,0,24,0,4.80,0,0,2
Ashton Agar,505120,20.5,2,55,2,2.64,0,0,2
Usman Khawaja,215155,1,0,1,0,1.00,0,0,2
Mehidy Hasan Miraz,629063,19,3,80,2,4.21,0,0,3
Nasir Hossain,300618,3,2,2,0,0.66,0,0,3
Shakib Al Hasan,56143,28,7,85,5,3.03,0,0,3
Taijul Islam,401057,19.5,2,60,3,3.02,0,0,3
Mustafizur Rahman,330902,1,0,8,0,8.00,0,0,3
