Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jason Behrendorff,272477,4,0,35,1,8.75,10,2,3,0,0,0
Jasprit Bumrah,625383,4,0,38,1,9.50,9,5,1,1,0,0
Alzarri Joseph,670031,2,0,22,0,11.00,4,1,2,1,0,0
Rahul Chahar,1064812,4,0,27,0,6.75,12,1,2,0,0,0
Hardik Pandya,625371,4,0,57,2,14.25,5,4,4,3,0,0
Krunal Pandya,471342,2,0,17,0,8.50,2,0,1,0,0,0
Ankit Rajpoot,591650,4,0,52,1,13.00,8,7,2,0,1,1
Mohammed Shami,481896,4,0,21,3,5.25,13,2,0,2,0,1
Hardus Viljoen,375126,4,0,34,0,8.50,6,2,0,3,0,1
Ravichandran Ashwin,26421,4,0,37,1,9.25,10,2,3,0,0,1
Sam Curran,662973,4,0,54,1,13.50,7,2,6,1,0,1
