Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Jasprit Bumrah,625383,22,6,60,0,2.72,0,1,0
Mohammed Shami,481896,15,2,58,1,3.86,0,0,0
Ishant Sharma,236779,22,4,46,3,2.09,0,0,0
Hardik Pandya,625371,16,4,50,0,3.12,0,0,0
Ravichandran Ashwin,26421,38.5,10,113,4,2.90,0,0,0
Keshav Maharaj,267724,20,1,67,1,3.35,0,0,1
Morne Morkel,46538,22.1,5,60,4,2.70,1,1,1
Vernon Philander,46945,16,3,46,1,2.87,0,0,1
Kagiso Rabada,550215,20,1,74,1,3.70,0,0,1
Lungi Ngidi,542023,14,2,51,1,3.64,1,0,1
Ravichandran Ashwin,26421,29.3,6,78,1,2.64,0,0,2
Jasprit Bumrah,625383,20,3,70,3,3.50,1,0,2
Ishant Sharma,236779,17,3,40,2,2.35,0,0,2
Mohammed Shami,481896,16,3,49,4,3.06,0,0,2
Hardik Pandya,625371,9,1,14,0,1.55,0,0,2
Vernon Philander,46945,10,3,25,0,2.50,0,0,3
Kagiso Rabada,550215,14,3,47,3,3.35,0,0,3
Lungi Ngidi,542023,12.2,3,39,6,3.16,0,0,3
Morne Morkel,46538,8,3,10,0,1.25,1,0,3
Keshav Maharaj,267724,6,1,26,0,4.33,0,0,3
