Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tyrone Kane,571707,4,0,50,2,12.50,2,0,0
Peter Chase,524845,4,0,29,1,7.25,2,0,0
Josh Little,928067,4,0,20,2,5.00,1,1,0
Simi Singh,1005257,3,0,27,1,9.00,2,0,0
Kevin O'Brien,24605,1,0,16,0,16.00,1,0,0
George Dockrell,348034,2,0,17,0,8.50,0,0,0
Aftab Alam,440963,4,0,30,2,7.50,0,0,1
Mujeeb Ur Rahman,974109,3,0,14,2,4.66,1,0,1
Fareed Ahmad,568136,4,0,29,1,7.25,0,0,1
Mohammad Nabi,25913,3,0,33,1,11.00,1,0,1
Rashid Khan,793463,4,0,35,3,8.75,0,0,1
