Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Hafeez,41434,3,0,7,2,2.33,0,0,0
Hasan Ali,681305,3,0,26,1,8.66,0,0,0
Chris Jordan,288992,3,0,21,1,7.00,0,0,0
Shahid Afridi,42639,4,0,16,0,4.00,0,0,0
Wahab Riaz,43590,4,0,23,2,5.75,1,0,0
Mohammad Asghar,654261,3,0,23,1,7.66,0,0,0
Mohammad Amir,290948,4,1,22,1,5.50,0,0,1
Sohail Khan,317252,3.3,0,20,1,5.71,1,0,1
Shoaib Malik,42657,4,0,41,0,10.25,1,0,1
Imad Wasim,227758,3,0,13,1,4.33,0,0,1
Abrar Ahmed,734459,4,0,22,0,5.50,0,0,1
