Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Zaheer Khan,30102,4,1,14,1,3.50,17,2,0,0,0,0
Pawan Negi,530773,1,0,10,0,10.00,3,2,0,0,0,0
Chris Morris,439952,4,0,19,1,4.75,13,1,0,1,0,0
Carlos Brathwaite,457249,4,0,33,0,8.25,10,4,1,0,0,0
Amit Mishra,31107,3,0,11,4,3.66,13,1,0,1,0,0
Jayant Yadav,447587,4,0,23,1,5.75,12,1,1,1,0,0
Sandeep Sharma,438362,2,1,6,1,3.00,9,1,0,0,0,1
Mitchell Johnson,6033,3,0,28,0,9.33,4,3,1,0,0,1
Mohit Sharma,537119,2,0,10,0,5.00,7,1,0,1,0,1
Axar Patel,554691,3,0,25,1,8.33,7,4,0,0,0,1
Pardeep Sahu,34155,2.3,0,27,0,10.80,4,1,2,1,0,1
Glenn Maxwell,325026,1,0,11,0,11.00,3,2,0,1,0,1
