Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Keshav Maharaj,267724,10,0,53,0,5.30,19,3,0,0,0,0
Anrich Nortje,481979,10,0,59,2,5.90,26,5,1,0,0,0
Lungi Ngidi,542023,10,0,58,6,5.80,29,6,0,1,0,0
Andile Phehlukwayo,540316,10,0,44,1,4.40,33,3,0,2,0,0
Tabraiz Shamsi,379145,10,0,54,1,5.40,27,3,2,1,0,0
Mitchell Starc,311592,9.3,0,53,1,5.57,27,6,0,1,0,1
Pat Cummins,489889,10,1,59,1,5.90,32,3,1,4,1,1
Mitchell Marsh,272450,9,0,51,0,5.66,22,3,1,2,0,1
Ashton Agar,505120,9,0,48,0,5.33,21,3,1,0,0,1
Adam Zampa,379504,10,0,48,2,4.80,23,1,1,1,0,1
Marnus Labuschagne,787987,1,0,11,0,11.00,0,0,1,0,0,1
