Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kemar Roach,230553,28,8,86,2,3.07,3,0,0
Alzarri Joseph,670031,22,3,109,0,4.95,0,2,0
Miguel Cummins,556749,24,3,87,1,3.62,0,3,0
Jason Holder,391485,29.3,4,103,1,3.49,0,2,0
Roston Chase,391832,26.2,2,113,4,4.29,0,0,0
Kraigg Brathwaite,348024,6,0,6,0,1.00,0,0,0
James Anderson,8608,15,6,34,3,2.26,1,0,1
Stuart Broad,10617,16,3,47,2,2.93,0,0,1
Toby Roland-Jones,370535,6,0,31,2,5.16,1,0,1
Ben Stokes,311158,7,0,40,0,5.71,0,0,1
Moeen Ali,8917,3,1,15,1,5.00,0,0,1
James Anderson,8608,7,2,12,2,1.71,0,0,2
Stuart Broad,10617,10,4,34,3,3.40,0,0,2
Toby Roland-Jones,370535,6.4,3,18,2,2.70,0,0,2
Ben Stokes,311158,9,4,9,1,1.00,0,0,2
Moeen Ali,8917,13,2,54,2,4.15,0,0,2
