Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mark Steketee,555853,4,0,31,1,7.75,1,0,0
Jack Wildermuth,570854,4,0,32,1,8.00,0,0,0
Nick Buchanan,333805,4,0,42,2,10.50,4,0,0
Ben Cutting,230371,4,0,34,0,8.50,0,0,0
Mitchell Swepson,590326,4,0,27,2,6.75,0,0,0
David Willey,308251,2,0,30,1,15.00,0,1,1
Ashton Turner,500268,1,0,3,0,3.00,0,0,1
Ashton Agar,505120,3.4,0,36,0,9.81,0,0,1
Andrew Tye,459508,3,0,30,0,10.00,0,0,1
Jhye Richardson,774223,1,0,14,0,14.00,1,0,1
Mitchell Johnson,6033,2,0,23,0,11.50,0,0,1
Mitchell Marsh,272450,2,0,32,0,16.00,0,0,1
