Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mohammed Shami,481896,10,0,59,3,5.90,30,5,1,1,0,0
Jasprit Bumrah,625383,10,0,73,1,7.30,25,9,0,2,1,0
Navdeep Saini,700167,10,0,83,1,8.30,21,8,2,3,0,0
Yuzvendra Chahal,430246,10,0,89,1,8.90,25,5,5,3,1,0
Ravindra Jadeja,234675,10,0,63,0,6.30,27,6,1,1,0,0
Mitchell Starc,311592,9,0,65,1,7.22,29,8,0,6,1,1
Josh Hazlewood,288284,10,0,55,3,5.50,31,4,1,1,1,1
Pat Cummins,489889,8,0,52,0,6.50,26,6,1,3,1,1
Adam Zampa,379504,10,0,54,4,5.40,26,1,3,1,0,1
Marcus Stoinis,325012,6.2,0,25,0,3.94,20,2,0,0,0,1
Glenn Maxwell,325026,6.4,0,55,0,8.25,16,3,4,0,0,1
