Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Michael Beer,307495,4,0,12,2,3.00,0,0,0
Ben Hilfenhaus,5941,4,0,15,2,3.75,0,0,0
Scott Boland,446548,4,0,30,2,7.50,1,0,0
Marcus Stoinis,325012,4,0,28,1,7.00,2,0,0
Evan Gulbis,381183,2,0,17,0,8.50,0,0,0
Cameron Gannon,326635,2,0,26,0,13.00,1,0,0
Mitchell Johnson,6033,4,0,28,0,7.00,1,0,1
Jhye Richardson,774223,3,0,26,2,8.66,0,0,1
Andrew Tye,459508,4,0,37,0,9.25,0,0,1
Ashton Agar,505120,3.2,0,21,0,6.30,0,0,1
Tim Bresnan,9310,3,0,23,1,7.66,1,0,1
