Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Lasith Malinga,49758,9,0,39,2,4.33,31,3,0,3,0,0
Vishwa Fernando,465783,5,0,47,1,9.40,13,9,0,1,0,0
Dhananjaya de Silva,465793,8,0,55,2,6.87,18,6,1,0,0,0
Kasun Rajitha,499594,7,0,46,1,6.57,26,9,0,2,0,0
Akila Dananjaya,574178,9.1,1,38,1,4.14,28,3,0,0,0,0
Thisara Perera,233514,7,0,26,3,3.71,27,3,0,1,0,0
Kagiso Rabada,550215,9,1,43,3,4.77,38,3,1,3,0,1
Lungi Ngidi,542023,5.2,0,14,2,2.62,22,1,0,0,0,1
Anrich Nortje,481979,7,0,25,2,3.57,28,3,0,1,0,1
Wiaan Mulder,698189,2,0,13,0,6.50,4,1,0,1,0,1
Imran Tahir,40618,9,1,39,2,4.33,30,2,1,1,0,1
