Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Ishant Sharma,236779,5,1,26,1,5.20,0,2,0
Jasprit Bumrah,625383,6,3,19,0,3.16,0,1,0
Axar Patel,554691,21.4,6,38,6,1.75,0,0,0
Ravichandran Ashwin,26421,16,6,26,3,1.62,0,0,0
James Anderson,8608,13,8,20,0,1.53,0,0,1
Stuart Broad,10617,6,1,16,0,2.66,0,0,1
Jofra Archer,669855,5,2,24,1,4.80,0,0,1
Jack Leach,455524,20,2,54,4,2.70,0,0,1
Ben Stokes,311158,3,0,19,0,6.33,1,0,1
Joe Root,303669,6.2,3,8,5,1.26,0,0,1
Axar Patel,554691,15,0,32,5,2.13,0,0,2
Ravichandran Ashwin,26421,15,3,48,4,3.20,0,0,2
Washington Sundar,719715,0.4,0,1,1,1.50,0,0,2
Jack Leach,455524,4,1,15,0,3.75,0,0,3
Joe Root,303669,3.4,0,25,0,6.81,0,0,3
