Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,3,0,21,0,7.00,6,2,0,3,0,0
Mitchell McClenaghan,319439,4,0,31,2,7.75,13,2,2,3,0,0
Jasprit Bumrah,625383,4,0,42,0,10.50,5,4,1,1,1,0
Krunal Pandya,471342,4,0,25,0,6.25,3,1,0,1,0,0
Hardik Pandya,625371,1,0,7,1,7.00,2,1,0,0,0,0
Harbhajan Singh,29264,3,0,24,1,8.00,6,2,1,0,0,0
Kieron Pollard,230559,1,0,11,0,11.00,1,0,1,0,0,0
Zaheer Khan,30102,4,0,30,1,7.50,10,3,1,1,0,1
Mohammed Shami,481896,3,0,24,0,8.00,9,5,0,0,0,1
Pawan Negi,530773,1,0,19,0,19.00,0,4,0,0,0,1
Chris Morris,439952,4,0,27,1,6.75,7,1,1,1,0,1
Amit Mishra,31107,4,0,24,2,6.00,8,0,1,0,0,1
Imran Tahir,40618,4,0,29,0,7.25,7,2,1,0,0,1
