Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Vishwa Fernando,465783,2,0,16,0,8.00,5,2,0,0,0,0
Akila Dananjaya,574178,4,0,30,0,7.50,6,4,0,0,0,0
Dushmantha Chameera,552152,3,0,38,0,12.66,3,5,1,2,0,0
Angelo Mathews,49764,3,0,19,1,6.33,7,1,1,0,0,0
Thisara Perera,233514,4,0,37,1,9.25,3,3,1,0,0,0
Nuwan Pradeep,324358,4,0,38,1,9.50,6,3,1,2,1,0
Hardik Pandya,625371,4,0,29,3,7.25,10,0,1,1,0,1
Jaydev Unadkat,390484,2,0,7,1,3.50,8,1,0,0,0,1
Yuzvendra Chahal,430246,4,0,23,4,5.75,12,1,1,1,0,1
Jasprit Bumrah,625383,2,0,10,0,5.00,8,2,0,0,0,1
Kuldeep Yadav,559235,4,0,18,2,4.50,9,0,0,0,0,1
