Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Jackson Bird,215152,4,0,39,1,9.75,0,0,0
Ben Dwarshuis,679567,4,0,35,3,8.75,0,0,0
Sean Abbott,398666,4,0,34,1,8.50,0,0,0
Nathan Lyon,272279,3,0,24,0,8.00,0,0,0
Nic Maddinson,333780,1,0,9,0,9.00,0,0,0
Johan Botha,44149,4,0,28,1,7.00,0,0,0
Tom Cooper,219885,1,0,1,0,1.00,0,0,1
James Pattinson,272465,2.3,0,36,0,14.40,2,1,1
Sunil Narine,230558,4,0,30,2,7.50,1,0,1
Chris Tremain,553800,3,0,38,0,12.66,0,0,1
Brad Hogg,5681,4,0,32,0,8.00,0,0,1
Thisara Perera,233514,4,0,26,2,6.50,0,0,1
Matthew Short,605575,1,0,6,0,6.00,0,0,1
