Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mujeeb Ur Rahman,974109,10,0,47,1,4.70,1,0,0
Dawlat Zadran,516561,9,0,96,0,10.66,1,3,0
Gulbadin Naib,352048,8,0,85,1,10.62,5,3,0
Rashid Khan,793463,10,1,36,2,3.60,1,0,0
Mohammad Nabi,25913,10,0,33,0,3.30,1,0,0
Rahmat Shah,533956,3,0,34,0,11.33,0,0,0
Brian Vitori,235514,7,0,39,1,5.57,5,0,1
Tendai Chatara,425639,8,1,24,3,3.00,0,0,1
Blessing Muzarabani,827051,8,0,51,2,6.37,2,0,1
Sikandar Raza,299572,2,0,17,0,8.50,0,0,1
Graeme Cremer,55346,5.1,0,41,4,7.93,0,0,1
