Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Blessing Muzarabani,827051,12,3,48,4,4.00,0,0,0
Victor Nyauchi,453277,10,1,34,3,3.40,0,2,0
Donald Tiripano,392945,12,5,24,1,2.00,1,0,0
Ryan Burl,495964,7,1,9,0,1.28,0,0,0
Sean Williams,55870,3,2,4,1,1.33,0,0,0
Sikandar Raza,299572,3,0,8,1,2.66,0,0,0
Yamin Ahmadzai,440968,17.1,2,48,1,2.79,1,0,1
Amir Hamza,402245,25,3,75,6,3.00,0,0,1
Zahir Khan,712219,19,0,81,2,4.26,0,0,1
Abdul Wasi,974173,8.5,0,23,0,2.60,0,1,1
Ibrahim Zadran,921509,2,0,13,1,6.50,0,0,1
Blessing Muzarabani,827051,8,4,14,2,1.75,0,0,2
Victor Nyauchi,453277,7,1,30,3,4.28,1,0,2
Sean Williams,55870,6,0,28,1,4.66,0,0,2
Donald Tiripano,392945,9.3,2,23,3,2.42,0,0,2
Ryan Burl,495964,7,0,13,1,1.85,0,0,2
Sikandar Raza,299572,4,0,16,0,4.00,0,0,2
Wesley Madhevere,938959,4,1,6,0,1.50,0,0,2
Amir Hamza,402245,2,0,11,0,5.50,0,0,3
Yamin Ahmadzai,440968,1.2,0,5,0,3.75,0,0,3
