Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Tim Southee,232364,4,0,39,0,9.75,9,4,1,0,0,0
Trent Boult,277912,4,0,33,1,8.25,9,4,0,1,0,0
Colin de Grandhomme,55395,4,0,36,1,9.00,10,5,1,1,0,0
Ish Sodhi,559066,4,0,47,2,11.75,5,2,3,0,1,0
Mitchell Santner,502714,4,0,24,2,6.00,9,2,0,0,0,0
Aamer Yamin,434429,4,0,25,1,6.25,8,1,1,1,0,1
Rumman Raees,448243,4,0,41,1,10.25,9,3,3,1,0,1
Mohammad Amir,290948,4,0,23,1,5.75,11,1,1,1,0,1
Faheem Ashraf,681117,4,0,55,1,13.75,7,4,4,0,1,1
Shadab Khan,922943,4,0,19,2,4.75,11,1,0,0,0,1
