Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Suranga Lakmal,49619,21.2,2,80,0,3.75,0,0,0
Lahiru Gamage,268845,25.3,7,95,2,3.72,0,0,0
Dilruwan Perera,49920,31.1,0,145,1,4.65,0,0,0
Lakshan Sandakan,429738,33.5,1,167,4,4.93,0,7,0
Dhananjaya de Silva,465793,16,0,48,0,3.00,0,0,0
Mohammed Shami,481896,26,6,85,2,3.26,0,1,1
Ishant Sharma,236779,29.3,7,98,3,3.32,0,0,1
Ravindra Jadeja,234675,45,13,86,2,1.91,0,1,1
Ravichandran Ashwin,26421,35,8,90,3,2.57,0,0,1
Suranga Lakmal,49619,14,3,60,1,4.28,1,0,2
Lahiru Gamage,268845,12.2,1,48,1,3.89,0,3,2
Dilruwan Perera,49920,11,0,54,1,4.90,0,0,2
Dhananjaya de Silva,465793,5,0,31,1,6.20,0,0,2
Lakshan Sandakan,429738,10,0,50,1,5.00,0,0,2
Ishant Sharma,236779,13,2,32,0,2.46,0,0,3
Mohammed Shami,481896,15,6,50,1,3.33,0,0,3
Ravichandran Ashwin,26421,35,3,126,1,3.60,0,0,3
Ravindra Jadeja,234675,38,13,81,3,2.13,0,1,3
Murali Vijay,237095,1,0,3,0,3.00,0,0,3
Virat Kohli,253802,1,0,1,0,1.00,0,0,3
