Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Shannon Gabriel,446101,25,4,119,4,4.76,1,7,0
Kemar Roach,230553,23.2,8,58,3,2.48,0,1,0
Miguel Cummins,556749,20,4,57,2,2.85,2,4,0
Roston Chase,391832,13,1,90,0,6.92,0,0,0
Raymon Reifer,450101,17,8,36,1,2.11,0,0,0
Kraigg Brathwaite,348024,4,0,12,0,3.00,0,0,0
Tim Southee,232364,19,9,34,2,1.78,1,0,1
Trent Boult,277912,20.5,5,73,4,3.50,2,0,1
Colin de Grandhomme,55395,12,1,40,2,3.33,0,0,1
Neil Wagner,233713,15,2,73,2,4.86,0,0,1
Shannon Gabriel,446101,15,0,52,2,3.46,0,8,2
Kemar Roach,230553,6,1,28,0,4.66,0,1,2
Miguel Cummins,556749,17,1,69,3,4.05,1,2,2
Raymon Reifer,450101,13,1,52,1,4.00,1,1,2
Kraigg Brathwaite,348024,9,0,33,0,3.66,0,0,2
Roston Chase,391832,17.4,1,51,2,2.88,0,0,2
Tim Southee,232364,19,3,71,2,3.73,0,0,3
Trent Boult,277912,16,1,52,2,3.25,0,0,3
Neil Wagner,233713,15,5,42,3,2.80,1,0,3
Colin de Grandhomme,55395,9,5,20,0,2.22,0,0,3
Mitchell Santner,502714,4.5,0,13,2,2.68,0,0,3
