Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Simi Singh,1005257,1,0,5,0,5.00,2,0,0,0,0,0
Boyd Rankin,24599,4,0,53,3,13.25,8,3,5,2,0,0
Peter Chase,524845,4,0,38,1,9.50,7,6,0,2,0,0
Josh Little,928067,3,0,45,0,15.00,6,7,2,2,0,0
Stuart Thompson,414821,2,0,16,0,8.00,6,1,1,1,0,0
George Dockrell,348034,4,0,26,1,6.50,11,1,2,0,0,0
Shane Getkate,303508,2,0,21,1,10.50,5,1,2,1,0,0
Ziaur Rahman,1015399,4,0,42,2,10.50,7,6,1,2,0,1
Sayed Shirzad,524050,4,0,42,0,10.50,4,5,1,0,0,1
Sharafuddin Ashraf,633362,4,0,39,0,9.75,8,3,2,1,0,1
Mohammad Nabi,25913,4,0,28,0,7.00,3,2,0,0,0,1
Rashid Khan,793463,4,0,27,5,6.75,8,1,0,2,0,1
