Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Pat Cummins,489889,22,5,46,0,2.09,0,0,0
Nathan Lyon,272279,36.2,7,94,7,2.58,0,0,0
Steve O'Keefe,7069,23,0,79,0,3.43,0,0,0
Ashton Agar,505120,23,9,52,2,2.26,0,0,0
Glenn Maxwell,325026,4,0,13,0,3.25,0,0,0
Hilton Cartwright,557295,5,1,16,0,3.20,0,0,0
Mehidy Hasan Miraz,629063,38,6,93,3,2.44,0,0,1
Mustafizur Rahman,330902,20.5,2,84,4,4.03,1,0,1
Shakib Al Hasan,56143,31,3,82,1,2.64,0,0,1
Taijul Islam,401057,21,1,78,1,3.71,0,0,1
Nasir Hossain,300618,6,2,14,0,2.33,0,0,1
Mominul Haque,373696,2,0,6,0,3.00,0,0,1
Sabbir Rahman,373538,1,0,9,0,9.00,0,0,1
Pat Cummins,489889,11,3,27,2,2.45,0,0,2
Nathan Lyon,272279,33,11,60,6,1.81,0,0,2
Steve O'Keefe,7069,22.2,6,49,2,2.19,0,0,2
Ashton Agar,505120,5,1,9,0,1.80,0,0,2
Mustafizur Rahman,330902,5,1,16,1,3.20,0,0,3
Shakib Al Hasan,56143,6,1,35,1,5.83,0,0,3
Taijul Islam,401057,4,0,26,1,6.50,0,0,3
Nasir Hossain,300618,0.3,0,10,0,20.00,0,0,3
