Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Richard Ngarava,806241,10,0,49,0,4.90,3,0,0
Carl Mumba,672775,8,0,69,1,8.62,3,0,0
Blessing Muzarabani,827051,9,0,39,2,4.33,2,0,0
Chamu Chibhabha,55354,2,0,16,0,8.00,1,0,0
Wesley Madhevere,938959,7,0,31,0,4.42,1,0,0
Sikandar Raza,299572,9,0,45,1,5.00,0,1,0
Tendai Chisoro,235519,5,0,31,2,6.20,1,0,0
Shaheen Shah Afridi,1072470,10,0,49,5,4.90,2,0,1
Haris Rauf,1161606,10,1,57,0,5.70,3,0,1
Faheem Ashraf,681117,10,1,57,0,5.70,0,0,1
Wahab Riaz,43590,9.4,0,41,4,4.24,2,0,1
Imad Wasim,227758,10,0,49,1,4.90,0,0,1
