Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Chris Woakes,247235,10,0,67,4,6.70,28,9,1,0,0,0
David Willey,308251,10,0,86,1,8.60,26,10,3,4,0,0
Moeen Ali,8917,6,0,32,0,5.33,14,1,1,0,0,0
Liam Plunkett,19264,9,0,55,1,6.11,20,5,0,3,0,0
Tom Curran,550235,10,0,74,2,7.40,21,7,2,1,0,0
Ben Stokes,311158,4,0,34,0,8.50,3,3,0,1,0,0
Joe Denly,12454,1,0,9,0,9.00,1,1,0,0,0,0
Junaid Khan,259551,8,0,57,1,7.12,24,5,3,2,0,1
Shaheen Shah Afridi,1072470,10,0,83,0,8.30,25,11,3,0,0,1
Hasan Ali,681305,8,0,55,0,6.87,20,8,0,1,0,1
Imad Wasim,227758,7,0,58,1,8.28,15,2,4,3,0,1
Faheem Ashraf,681117,9,0,75,1,8.33,28,7,4,2,1,1
Haris Sohail,318788,2,0,19,0,9.50,3,0,2,0,0,1
Asif Ali,494230,0.5,0,9,0,10.80,0,1,0,0,0,1
