Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Hasan Ali,681305,20,6,58,1,2.90,0,0,0
Shaheen Shah Afridi,1072470,23,6,52,1,2.26,0,0,0
Yasir Shah,43685,41,11,75,3,1.82,0,0,0
Bilal Asif,498875,30.1,4,65,5,2.15,0,0,0
Haris Sohail,318788,2,0,7,0,3.50,0,0,0
Tim Southee,232364,25,5,56,1,2.24,0,0,1
Trent Boult,277912,26,7,66,2,2.53,0,0,1
Colin de Grandhomme,55395,13,2,36,0,2.76,0,1,1
Ajaz Patel,595783,35,5,100,2,2.85,0,0,1
William Somerville,38607,36,8,75,4,2.08,0,0,1
Hasan Ali,681305,16,5,62,1,3.87,0,0,2
Shaheen Shah Afridi,1072470,20,5,85,2,4.25,0,0,2
Yasir Shah,43685,39,8,129,4,3.30,0,0,2
Bilal Asif,498875,36,6,62,0,1.72,0,1,2
Azhar Ali,39037,1,0,2,0,2.00,0,0,2
Mohammad Hafeez,41434,1,0,3,0,3.00,0,0,2
Tim Southee,232364,12,3,42,3,3.50,0,0,3
Trent Boult,277912,6,4,7,0,1.16,0,0,3
Colin de Grandhomme,55395,4,1,3,1,0.75,0,1,3
Ajaz Patel,595783,14.1,4,42,3,2.96,0,0,3
William Somerville,38607,20,2,52,3,2.60,0,0,3
