Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Ashok Dinda,227712,3,0,36,0,12.00,7,4,2,2,0,0
Deepak Chahar,447261,3,0,35,1,11.66,4,6,0,2,0,0
Ben Stokes,311158,4,0,41,0,10.25,7,4,2,0,0,0
Imran Tahir,40618,4,0,24,1,6.00,8,0,1,1,0,0
Adam Zampa,379504,4,0,45,1,11.25,8,3,3,0,0,0
Rajat Bhatia,26907,2,0,21,0,10.50,1,0,2,0,0,0
Shahbaz Nadeem,31872,4,0,23,1,5.75,10,1,1,1,0,1
Pat Cummins,489889,3.1,0,24,2,7.57,7,0,2,1,0,1
Zaheer Khan,30102,3,0,20,3,6.66,8,2,0,1,0,1
Chris Morris,439952,2,0,19,1,9.50,5,3,0,1,0,1
Corey Anderson,277662,1,0,10,0,10.00,2,0,1,0,0,1
Amit Mishra,31107,3,0,11,3,3.66,10,1,0,0,0,1
