Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Jeetan Patel,38141,10,0,57,2,5.70,26,6,0,2,0,0
Mitchell Santner,502714,10,0,40,1,4.00,29,1,1,0,0,0
Trent Boult,277912,10,0,70,1,7.00,27,8,2,2,0,0
Tim Southee,232364,10,0,70,1,7.00,24,5,3,2,0,0
Colin de Grandhomme,55395,2,0,10,0,5.00,6,1,0,0,0,0
Kane Williamson,277906,3,0,17,0,5.66,4,1,0,0,0,0
James Neesham,355269,5,0,15,1,3.00,16,0,0,1,0,0
Kagiso Rabada,550215,8,0,41,1,5.12,28,6,0,3,0,1
Wayne Parnell,265564,7,1,44,0,6.28,21,6,1,0,0,1
Chris Morris,439952,9,0,54,0,6.00,28,5,2,1,0,1
Jean-Paul Duminy,44932,3,0,26,0,8.66,6,3,1,0,0,1
Dwaine Pretorius,327830,8,0,55,0,6.87,24,5,3,0,0,1
Imran Tahir,40618,10,2,56,2,5.60,35,1,5,0,0,1
