Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kevin O'Brien,24605,7,1,26,4,3.71,3,0,0
Tim Murtagh,17134,8.5,1,26,1,2.94,1,0,0
Jacob Mulder,1005369,10,0,57,3,5.70,3,0,0
Andy McBrine,417381,10,0,39,2,3.90,1,0,0
George Dockrell,348034,10,1,44,0,4.40,2,0,0
Paul Stirling,303427,4,0,21,0,5.25,0,0,0
Amir Hamza,402245,10,0,48,0,4.80,0,0,1
Dawlat Zadran,516561,8.5,1,51,0,5.77,0,0,1
Gulbadin Naib,352048,8,1,28,1,3.50,0,0,1
Mohammad Nabi,25913,9,0,30,4,3.33,1,0,1
Rahmat Shah,533956,2,0,10,0,5.00,0,0,1
Rashid Khan,793463,9,1,50,2,5.55,1,0,1
