Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mitchell Starc,311592,4,0,20,1,5.00,11,1,0,2,0,0
Josh Hazlewood,288284,4,0,23,1,5.75,14,4,0,0,1,0
Kane Richardson,272262,4,0,31,1,7.75,6,3,0,0,0,0
Ashton Agar,505120,4,0,35,1,8.75,8,3,1,0,0,0
Adam Zampa,379504,4,0,34,2,8.50,8,1,3,0,0,0
Jofra Archer,669855,3,0,32,0,10.66,4,2,2,0,0,1
Mark Wood,351588,4,0,38,1,9.50,12,6,1,2,0,1
Chris Jordan,288992,2.3,0,19,0,7.60,4,2,0,0,0,1
Adil Rashid,244497,4,0,21,3,5.25,10,1,0,1,0,1
Tom Curran,550235,4,0,23,1,5.75,8,1,0,0,0,1
Joe Denly,12454,1,0,8,0,8.00,1,1,0,0,0,1
Moeen Ali,8917,1,0,5,0,5.00,1,0,0,0,0,1
