Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Umesh Yadav,376116,4,0,21,2,5.25,1,0,0
Trent Boult,277912,4,0,30,1,7.50,1,0,0
Sunil Narine,230558,4,0,20,0,5.00,0,0,0
Yusuf Pathan,32498,1,0,7,0,7.00,0,0,0
Nathan Coulter-Nile,261354,4,0,20,3,5.00,0,0,0
Piyush Chawla,32966,3,0,27,1,9.00,0,0,0
Bhuvneshwar Kumar,326016,1,0,11,1,11.00,0,0,1
Chris Jordan,288992,1,0,9,1,9.00,1,0,1
Rashid Khan,793463,2,0,11,0,5.50,2,0,1
Siddarth Kaul,326017,1,0,14,0,14.00,0,0,1
Bipul Sharma,35928,0.2,0,2,0,6.00,0,0,1
