Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Trent Boult,277912,24,4,87,4,3.62,0,0,0
Tim Southee,232364,28.3,7,94,5,3.29,1,0,0
Colin de Grandhomme,55395,14,4,58,0,4.14,0,1,0
Neil Wagner,233713,18,1,44,1,2.44,0,0,0
Taskin Ahmed,538506,22,2,86,1,3.90,2,0,1
Mehidy Hasan Miraz,629063,19,3,59,2,3.10,0,0,1
Rubel Hossain,300619,17,2,65,0,3.82,0,2,1
Kamrul Islam,375724,19,4,78,2,4.10,2,1,1
Shakib Al Hasan,56143,12.4,1,50,4,3.94,0,0,1
Soumya Sarkar,436677,3,0,10,0,3.33,0,0,1
Trent Boult,277912,17,3,52,3,3.05,0,0,2
Tim Southee,232364,12.5,2,48,3,3.74,0,0,2
Colin de Grandhomme,55395,11,3,27,1,2.45,0,0,2
Neil Wagner,233713,12,3,44,3,3.66,0,0,2
Taskin Ahmed,538506,5,0,21,0,4.20,0,2,3
Mehidy Hasan Miraz,629063,6,0,27,0,4.50,1,0,3
Kamrul Islam,375724,3,0,21,1,7.00,0,0,3
Shakib Al Hasan,56143,4,0,28,0,7.00,0,0,3
Najmul Hossain Shanto,629058,0.4,0,13,0,19.50,0,0,3
