Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mujeeb Ur Rahman,974109,4,0,25,1,6.25,10,3,0,0,0,0
Josh Lalor,272385,4,0,26,5,6.50,12,3,0,1,0,0
Jack Prestwidge,977451,3,0,35,0,11.66,3,5,0,2,0,0
Brendan Doggett,931603,4,0,25,1,6.25,8,2,0,0,0,0
Ben Cutting,230371,3,0,36,0,12.00,2,4,0,1,0,0
Mitchell Swepson,590326,2,0,27,0,13.50,2,0,2,1,0,0
Steve O'Keefe,7069,4,1,17,1,4.25,13,0,1,0,0,1
Ben Dwarshuis,679567,3,0,28,0,9.33,8,2,2,1,0,1
Sean Abbott,398666,3.1,0,18,3,5.68,10,3,0,0,0,1
Tom Curran,550235,4,0,16,3,4.00,11,0,0,1,0,1
Lloyd Pope,1076721,4,0,19,2,4.75,9,1,0,0,0,1
