Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tendai Chatara,425639,9,2,32,2,3.55,2,1,0
Richard Ngarava,806241,7,2,22,1,3.14,1,0,0
Chris Mpofu,55633,7.5,2,25,3,3.19,2,0,0
Graeme Cremer,55346,8,1,12,2,1.50,1,0,0
Sean Williams,55870,4,0,10,0,2.50,0,0,0
Solomon Mire,290462,3,0,9,1,3.00,1,0,0
Fareed Ahmad,568136,3,0,15,0,5.00,1,0,1
Karim Janat,793467,4,0,31,0,7.75,1,0,1
Gulbadin Naib,352048,3,0,23,0,7.66,1,0,1
Rashid Khan,793463,7,0,27,1,3.85,1,0,1
Mohammad Nabi,25913,5.2,1,11,2,2.06,0,0,1
