Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Anrich Nortje,481979,7,0,35,2,5.00,24,4,0,0,0,0
Lutho Sipamla,698143,8,0,40,0,5.00,27,5,0,1,0,0
Daryn Dupavillon,501907,6,0,21,1,3.50,24,1,1,1,0,0
Andile Phehlukwayo,540316,7,0,49,1,7.00,19,6,0,3,0,0
Keshav Maharaj,267724,10,0,45,0,4.50,25,2,0,0,0,0
Heinrich Klaasen,436757,3,0,19,0,6.33,3,1,0,0,0,0
JJ Smuts,280490,9,1,42,2,4.66,26,3,0,0,0,0
Jhye Richardson,774223,10,1,58,0,5.80,36,5,3,1,0,1
Josh Hazlewood,288284,10,1,37,2,3.70,46,7,0,0,0,1
Kane Richardson,272262,9,0,63,1,7.00,23,6,2,0,0,1
Adam Zampa,379504,10,0,45,1,4.50,36,6,0,0,0,1
Mitchell Marsh,272450,1.3,0,21,0,14.00,2,3,1,0,0,1
Aaron Finch,5334,2,0,11,0,5.50,4,1,0,0,0,1
D'Arcy Short,308798,3,0,20,0,6.66,8,3,0,0,0,1
