Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Adam Milne,450860,4,0,27,2,6.75,11,3,1,0,0,0
Samuel Badree,51433,4,0,32,1,8.00,7,5,0,0,0,0
Sreenath Aravind,290632,4,0,29,2,7.25,9,2,1,1,0,0
Shane Watson,8180,4,0,44,1,11.00,9,7,1,2,0,0
Pawan Negi,530773,3,0,12,1,4.00,7,0,0,1,0,0
Yuzvendra Chahal,430246,1,0,11,0,11.00,3,0,1,2,0,0
Jaydev Unadkat,390484,4,0,25,2,6.25,12,0,2,1,0,1
Shardul Thakur,475281,4,0,35,3,8.75,10,4,1,0,0,1
Dan Christian,4864,4,0,26,0,6.50,8,1,1,1,0,1
Ben Stokes,311158,4,0,18,3,4.50,13,2,0,1,0,1
Imran Tahir,40618,4,0,27,1,6.75,6,0,1,1,0,1
