Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Dane Paterson,327947,4,0,48,0,12.00,3,3,3,1,0,0
Junior Dala,545467,4,0,47,2,11.75,8,6,2,3,0,0
Chris Morris,439952,4,0,39,1,9.75,8,6,0,3,0,0
Tabraiz Shamsi,379145,4,0,37,1,9.25,8,2,2,1,0,0
JJ Smuts,280490,2,0,14,0,7.00,2,1,0,0,0,0
Andile Phehlukwayo,540316,2,0,16,1,8.00,4,2,0,1,0,0
Bhuvneshwar Kumar,326016,4,0,24,5,6.00,10,1,1,0,0,1
Jaydev Unadkat,390484,4,0,33,1,8.25,11,5,0,1,0,1
Jasprit Bumrah,625383,4,0,32,0,8.00,9,3,1,0,1,1
Hardik Pandya,625371,4,0,45,1,11.25,5,4,2,3,0,1
Yuzvendra Chahal,430246,4,0,39,1,9.75,5,4,1,1,0,1
