Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Mohammad Amir,290948,27,5,63,0,2.33,0,0,0
Mohammad Abbas,389666,26.5,0,75,3,2.79,0,2,0
Yasir Shah,43685,57,11,120,3,2.10,0,0,0
Hasan Ali,681305,27,6,88,2,3.25,0,1,0
Shan Masood,233901,1,1,0,0,0.00,0,0,0
Haris Sohail,318788,13,0,51,1,3.92,0,0,0
Asad Shafiq,316397,3,0,11,0,3.66,0,0,0
Suranga Lakmal,49619,22,5,42,2,1.90,1,1,1
Nuwan Pradeep,324358,25.3,1,77,2,3.01,0,6,1
Dilruwan Perera,49920,37,10,92,1,2.48,0,1,1
Lakshan Sandakan,429738,35,7,98,0,2.80,1,0,1
Rangana Herath,49178,40,12,93,5,2.32,0,0,1
Dimuth Karunaratne,227772,3,1,6,0,2.00,0,0,1
Mohammad Amir,290948,12,4,27,0,2.25,0,0,2
Mohammad Abbas,389666,12,3,22,2,1.83,0,1,2
Yasir Shah,43685,27,5,51,5,1.88,0,0,2
Hasan Ali,681305,7.1,0,21,1,2.93,0,0,2
Asad Shafiq,316397,3.4,0,7,1,1.90,0,0,2
Haris Sohail,318788,5,2,7,1,1.40,0,0,2
Suranga Lakmal,49619,5,1,12,1,2.40,0,0,3
Rangana Herath,49178,21.4,4,43,6,1.98,0,0,3
Dilruwan Perera,49920,18,4,46,3,2.55,0,1,3
Nuwan Pradeep,324358,2,1,4,0,2.00,0,0,3
Lakshan Sandakan,429738,1,0,4,0,4.00,0,0,3
