Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Tim Murtagh,17134,9,2,13,5,1.44,0,0,0
Mark Adair,526441,7.4,1,32,3,4.17,1,1,0
Stuart Thompson,414821,4,1,30,0,7.50,0,1,0
Boyd Rankin,24599,3,1,5,2,1.66,0,0,0
Stuart Broad,10617,19,5,60,3,3.15,0,0,1
Chris Woakes,247235,10,2,34,0,3.40,0,0,1
Olly Stone,457279,12,3,29,3,2.41,0,0,1
Sam Curran,662973,10,3,28,3,2.80,2,0,1
Jack Leach,455524,3,0,26,0,8.66,0,0,1
Moeen Ali,8917,4.2,1,14,1,3.23,0,0,1
Tim Murtagh,17134,18,3,52,1,2.88,0,0,2
Mark Adair,526441,20,7,66,3,3.30,0,1,2
Boyd Rankin,24599,17,1,86,2,5.05,0,1,2
Stuart Thompson,414821,12.5,0,44,3,3.42,0,2,2
Andy McBrine,417381,10,1,47,0,4.70,0,0,2
Stuart Broad,10617,8,3,19,4,2.37,0,0,3
Chris Woakes,247235,7.4,2,17,6,2.21,0,0,3
