Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Kyle Jarvis,332996,9,0,77,1,8.55,0,1,0
Brian Vitori,235514,10,0,67,0,6.70,2,0,0
Sikandar Raza,299572,10,0,58,1,5.80,0,0,0
Graeme Cremer,55346,10,0,47,3,4.70,0,0,0
Tendai Chatara,425639,8,2,63,0,7.87,0,4,0
Ryan Burl,495964,3,0,18,0,6.00,0,0,0
Mujeeb Ur Rahman,974109,8,2,41,2,5.12,0,0,1
Dawlat Zadran,516561,5,0,29,1,5.80,1,0,1
Mohammad Nabi,25913,7,2,25,1,3.57,0,0,1
Gulbadin Naib,352048,7,0,40,1,5.71,2,0,1
Rashid Khan,793463,5.4,0,26,4,4.58,3,0,1
Rahmat Shah,533956,2,0,11,1,5.50,1,0,1
