Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,WD,NB,Innings
Bhuvneshwar Kumar,326016,19,4,87,4,4.57,0,0,0
Mohammed Shami,481896,16,6,47,1,2.93,0,0,0
Jasprit Bumrah,625383,19,1,73,1,3.84,0,1,0
Hardik Pandya,625371,12,1,53,1,4.41,0,0,0
Ravichandran Ashwin,26421,7.1,1,21,2,2.93,0,0,0
Vernon Philander,46945,14.3,8,33,3,2.27,0,0,1
Dale Steyn,47492,17.3,6,51,2,2.91,0,0,1
Morne Morkel,46538,19,6,57,2,3.00,0,0,1
Kagiso Rabada,550215,16.4,4,34,3,2.04,0,0,1
Keshav Maharaj,267724,6,0,20,0,3.33,0,0,1
Bhuvneshwar Kumar,326016,11,5,33,2,3.00,2,0,2
Jasprit Bumrah,625383,11.2,1,39,3,3.44,0,0,2
Mohammed Shami,481896,12,3,28,3,2.33,0,0,2
Hardik Pandya,625371,6,0,27,2,4.50,0,0,2
Ravichandran Ashwin,26421,1,0,3,0,3.00,0,0,2
Vernon Philander,46945,15.4,4,42,6,2.68,0,0,3
Morne Morkel,46538,11,1,39,2,3.54,0,0,3
Kagiso Rabada,550215,12,2,41,2,3.41,0,0,3
Keshav Maharaj,267724,4,1,12,0,3.00,0,0,3
