Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Anwar Ali,232491,4,0,32,2,8.00,9,3,1,0,0,0
Jofra Archer,669855,4,0,30,2,7.50,8,4,0,0,1,0
Shane Watson,8180,4,0,22,3,5.50,13,3,0,0,0,0
Mohammad Nawaz,348148,1,0,5,0,5.00,1,0,0,0,0,0
Hassan Khan,959789,3,0,17,0,5.66,5,1,0,0,0,0
Rahat Ali,323244,4,0,36,1,9.00,5,3,1,1,0,0
Imad Wasim,227758,4,0,19,2,4.75,10,1,0,0,0,1
Mohammad Amir,290948,4,0,20,1,5.00,14,3,0,0,0,1
Tymal Mills,459257,4,0,27,2,6.75,13,2,1,0,0,1
Mohammad Irfan,805925,4,0,36,2,9.00,8,4,1,0,0,1
Shahid Afridi,42639,4,0,23,1,5.75,11,2,0,1,0,1
